x0000,y0000
0.0327112848,-0.9103744998
0.0327503664,-0.7793353267
0.032789448,-0.7987728041
0.0328285296,-0.7553114783
0.0328676111,-0.7992096013
0.0329066927,-0.7487595197
0.0329457743,-0.6109499894
0.0329848559,-0.7391499803
0.0330239375,-0.8739019299
0.0330630191,-0.7847952923
0.0331021006,-0.7203676989
0.0331411822,-0.7714729764
0.0331802638,-0.8852586583
0.0332193454,-1.0162978313
0.033258427,-0.9199840391
0.0332975085,-0.5757878113
0.0333365901,-0.5362576607
0.0333756717,-0.7238620768
0.0334147533,-0.6524457275
0.0334538349,-0.6373762226
0.0334929165,-0.6081108073
0.0335319980,-0.6838951290
0.0335710796,-0.8363373670
0.0336101612,-0.8625452016
0.0336492428,-0.5253377296
0.0336883244,-0.5629022926
0.033727406,-0.7400235748
0.0337664875,-0.6686072255
0.0338055691,-0.6113867866
0.0338446507,-0.6312610612
0.0338837323,-0.8955233935
0.0339228139,-0.7470123307
0.0339618955,-0.6022140445
0.0340009770,-0.7898184606
0.0340400586,-0.8162446938
0.0340791402,-0.7378395886
0.0341182218,-0.6105131921
0.0341573034,-0.4521741914
0.034196385,-0.3988849277
0.0342354665,-0.6461121675
0.0342745481,-0.5679254609
0.0343136297,-0.5353840662
0.0343527113,-0.5799373851
0.0343917929,-0.3340205370
0.0344308745,-0.1586464437
0.0344699560,-0.4170120133
0.0345090376,-0.402160907
0.0345481192,-0.4713932701
0.0345872008,-0.4565421638
0.0346262824,-0.5325448842
0.0346653639,-0.4545765762
0.0347044455,-0.4816580053
0.0347435271,-0.3407908943
0.0347826087,-0.4729220604
0.0348216903,-0.4720484659
0.0348607719,-0.2754897064
0.0348998534,-0.2296259958
0.0349389350,-0.5716382375
0.0349780166,-0.3781370586
0.0350170982,-0.2446955007
0.0350561798,-0.4294607347
0.0350952614,-0.3586995813
0.0351343429,-0.5362576607
0.0351734245,-0.4058736836
0.0352125061,-0.4226903774
0.0352515877,-0.2296259958
0.0352906693,-0.2501554663
0.0353297509,-0.319606228
0.0353688324,-0.3573891895
0.0354079140,-0.2868464347
0.0354469956,-0.2931799947
0.0354860772,-0.3309629563
0.0355251588,-0.3932065635
0.0355642404,-0.3366413205
0.0356033219,-0.0599302667
0.0356424035,-0.3217902142
0.0356814851,-0.4925779364
0.0357205667,-0.2119357074
