x0000,y0000,x0001,y0001,x0002,y0002,x0003,y0003,x0004,y0004,x0005,y0005
,,,,1753089728.946,0.63,,,,,,
,,,,1753089744.337,0.63,,,,,,
,,,,1753089759.726,0.63,,,,,,
,,,,1753089775.116,0.63,,,,,,
,,,,1753089790.506,0.63,,,,,,
,,,,1753089805.896,0.63,,,,,,
,,,,1753089821.286,0.64,,,,,,
,,,,1753089836.676,0.62,,,,,,
,,,,1753089852.066,0.63,,,,,,
,,,,1753089867.456,0.63,,,,,,
,,,,1753089882.846,0.63,,,,,,
,,,,1753089894.886,0.63,,,,,,
,,,,1753089910.276,0.63,,,,,,
,,,,1753089925.666,0.62,,,,,,
,,,,1753089941.056,0.63,,,,,,
,,,,1753089956.446,0.63,,,,,,
,,,,1753089971.836,0.63,,,,,,
,,,,1753089987.226,0.63,,,,,,
,,,,1753090002.616,0.62,,,,,,
,,,,1753090018.006,0.62,,,,,,
,,,,1753090033.396,0.63,,,,,,
,,,,1753090048.786,0.63,,,,,,
,,,,1753090064.176,0.63,,,,,,
,,,,1753090079.566,0.63,,,,,,
,,,,1753090094.956,0.62,,,,,,
,,,,1753090110.346,0.63,,,,,,
,,,,1753090125.736,0.63,,,,,,
,,,,1753090141.126,0.64,,,,,,
,,,,1753090156.517,0.63,,,,,,
,,,,1753090171.906,0.63,,,,,,
,,,,1753090187.296,0.63,,,,,,
,,,,1753090202.686,0.63,,,,,,
,,,,1753090218.076,0.63,,,,,,
,,,,1753090233.466,0.63,,,,,,
,,,,1753090248.866,0.63,,,,,,
,,,,1753090264.256,0.63,,,,,,
,,,,1753090279.646,0.64,,,,,,
,,,,1753090295.036,0.63,,,,,,
,,,,1753090310.426,0.64,,,,,,
,,,,1753090325.816,0.63,,,,,,
,,,,1753090341.206,0.64,,,,,,
,,,,1753090356.596,0.63,,,,,,
,,,,1753090371.986,0.63,,,,,,
,,,,1753090387.376,0.63,,,,,,
,,,,1753090402.766,0.63,,,,,,
,,,,1753090418.156,0.63,,,,,,
,,,,1753090445.796,0.63,,,,,,
,,,,1753090461.186,0.64,,,,,,
,,,,1753090476.576,0.62,,,,,,
,,,,1753090491.966,0.62,,,,,,
,,,,1753090507.356,0.63,,,,,,
,,,,1753090522.746,0.63,,,,,,
,,,,1753090538.145,0.63,,,,,,
,,,,1753090553.536,0.62,,,,,,
,,,,1753090568.935,0.63,,,,,,
,,,,1753090584.326,0.62,,,,,,
,,,,1753090599.726,0.62,,,,,,
,,,,1753090611.766,0.63,,,,,,
,,,,1753090627.157,0.63,,,,,,
,,,,1753090642.546,0.63,,,,,,
,,,,1753090657.936,0.63,,,,,,
,,,,1753090673.326,0.63,,,,,,
,,,,1753090688.716,0.63,,,,,,
,,,,1753090704.106,0.63,,,,,,
,,,,1753090719.506,0.63,,,,,,
,,,,1753090734.896,0.63,,,,,,
,,,,1753090750.296,0.63,,,,,,
,,,,1753090765.686,0.64,,,,,,
,,,,1753090781.076,0.63,,,,,,
,,,,1753090796.466,0.62,,,,,,
,,,,1753090811.856,0.63,,,,,,
,,,,1753090827.246,0.63,,,,,,
,,,,1753090842.636,0.63,,,,,,
,,,,1753090858.026,0.63,,,,,,
,,,,1753090873.416,0.62,,,,,,
,,,,1753090888.806,0.63,,,,,,
,,,,1753090904.196,0.63,,,,,,
,,,,1753090919.586,0.63,,,,,,
,,,,1753090934.976,0.63,,,,,,
,,,,1753090950.366,0.63,,,,,,
,,,,1753090965.756,0.62,,,,,,
,,,,1753090981.146,0.63,,,,,,
,,,,1753090996.536,0.62,,,,,,
,,,,1753091011.935,0.63,,,,,,
,,,,1753091027.326,0.62,,,,,,
,,,,1753091042.717,0.63,,,,,,
,,,,1753091058.106,0.63,,,,,,
,,,,1753091073.496,0.63,,,,,,
,,,,1753091088.886,0.64,,,,,,
,,,,1753091104.286,0.63,,,,,,
,,,,1753091119.676,0.63,,,,,,
,,,,1753091135.076,0.62,,,,,,
,,,,1753091162.716,0.63,,,,,,
,,,,1753091178.106,0.63,,,,,,
,,,,1753091193.496,0.63,,,,,,
,,,,1753091208.886,0.63,,,,,,
,,,,1753091224.276,0.64,,,,,,
,,,,1753091239.666,0.63,,,,,,
,,,,1753091255.056,0.63,,,,,,
,,,,1753091270.446,0.63,,,,,,
,,,,1753091285.836,0.62,,,,,,
,,,,1753091301.226,0.62,,,,,,
,,,,1753091316.616,0.63,,,,,,
,,,,1753091328.656,0.63,,,,,,
,,,,1753091344.046,0.63,,,,,,
,,,,1753091359.436,0.63,,,,,,
,,,,1753091374.826,0.63,,,,,,
,,,,1753091390.216,0.63,,,,,,
,,,,1753091405.606,0.63,,,,,,
,,,,1753091420.996,0.63,,,,,,
,,,,1753091436.386,0.63,,,,,,
,,,,1753091451.785,0.63,,,,,,
,,,,1753091467.176,0.63,,,,,,
,,,,1753091482.566,0.63,,,,,,
,,,,1753091497.956,0.63,,,,,,
,,,,1753091513.346,0.64,,,,,,
,,,,1753091528.736,0.64,,,,,,
,,,,1753091544.136,0.64,,,,,,
,,,,1753091559.526,0.64,,,,,,
,,,,1753091574.926,0.64,,,,,,
,,,,1753091590.316,0.64,,,,,,
,,,,1753091605.706,0.64,,,,,,
,,,,1753091621.096,0.64,,,,,,
,,,,1753091636.486,0.64,,,,,,
,,,,1753091651.876,0.63,,,,,,
,,,,1753091667.266,0.64,,,,,,
,,,,1753091682.656,0.64,,,,,,
,,,,1753091698.046,0.64,,,,,,
,,,,1753091713.436,0.63,,,,,,
,,,,1753091728.826,0.64,,,,,,
,,,,1753091744.216,0.64,,,,,,
,,,,1753091759.606,0.65,,,,,,
,,,,1753091774.996,0.65,,,,,,
,,,,1753091790.386,0.65,,,,,,
,,,,1753091805.785,0.64,,,,,,
,,,,1753091821.176,0.65,,,,,,
,,,,1753091836.566,0.65,,,,,,
,,,,1753091851.956,0.64,,,,,,
,,,,1753091879.596,0.78,,,,,,
,,,,1753091894.986,0.78,,,,,,
,,,,1753091910.376,0.77,,,,,,
,,,,1753091925.766,0.77,,,,,,
,,,,1753091941.156,0.77,,,,,,
,,,,1753091956.536,0.77,,,,,,
,,,,1753091971.926,0.76,,,,,,
,,,,1753091987.316,0.77,,,,,,
,,,,1753092002.706,0.76,,,,,,
,,,,1753092018.096,0.75,,,,,,
,,,,1753092033.486,0.74,,,,,,
,,,,1753092045.526,0.76,,,,,,
,,,,1753092060.916,0.74,,,,,,
,,,,1753092076.306,0.75,,,,,,
,,,,1753092091.696,0.74,,,,,,
,,,,1753092107.086,0.73,,,,,,
,,,,1753092122.476,0.73,,,,,,
,,,,1753092137.866,0.72,,,,,,
,,,,1753092153.256,0.73,,,,,,
,,,,1753092168.646,0.73,,,,,,
,,,,1753092184.036,0.73,,,,,,
,,,,1753092199.426,0.71,,,,,,
,,,,1753092214.816,0.73,,,,,,
,,,,1753092230.206,0.73,,,,,,
,,,,1753092245.596,0.73,,,,,,
,,,,1753092260.986,0.64,,,,,,
,,,,1753092276.385,0.63,,,,,,
,,,,1753092291.776,0.64,,,,,,
,,,,1753092307.166,0.64,,,,,,
,,,,1753092322.556,0.63,,,,,,
,,,,1753092337.946,0.64,,,,,,
,,,,1753092353.336,0.64,,,,,,
,,,,1753092368.736,0.64,,,,,,
,,,,1753092384.126,0.64,,,,,,
,,,,1753092399.516,0.63,,,,,,
,,,,1753092414.906,0.64,,,,,,
,,,,1753092430.296,0.64,,,,,,
,,,,1753092445.686,0.63,,,,,,
,,,,1753092461.077,0.64,,,,,,
,,,,1753092476.466,0.64,,,,,,
,,,,1753092491.856,0.64,,,,,,
,,,,1753092507.246,0.64,,,,,,
,,,,1753092522.636,0.64,,,,,,
,,,,1753092538.026,0.64,,,,,,
,,,,1753092553.416,0.64,,,,,,
,,,,1753092568.806,0.64,,,,,,
,,,,1753092596.446,0.64,,,,,,
,,,,1753092611.836,0.64,,,,,,
,,,,1753092627.235,0.65,,,,,,
,,,,1753092642.626,0.64,,,,,,
,,,,1753092658.016,0.63,,,,,,
,,,,1753092673.406,0.64,,,,,,
,,,,1753092688.796,0.65,,,,,,
,,,,1753092704.186,0.64,,,,,,
,,,,1753092719.586,0.65,,,,,,
,,,,1753092734.976,0.64,,,,,,
,,,,1753092750.366,0.64,,,,,,
,,,,1753092762.406,0.65,,,,,,
,,,,1753092777.796,0.64,,,,,,
,,,,1753092793.186,0.64,,,,,,
,,,,1753092808.586,0.64,,,,,,
,,,,1753092823.976,0.64,,,,,,
,,,,1753092839.376,0.65,,,,,,
,,,,1753092854.766,0.64,,,,,,
,,,,1753092870.156,0.64,,,,,,
,,,,1753092885.546,0.65,,,,,,
,,,,1753092900.936,0.64,,,,,,
,,,,1753092916.326,0.66,,,,,,
,,,,1753092931.716,0.64,,,,,,
,,,,1753092947.106,0.64,,,,,,
,,,,1753092962.496,0.66,,,,,,
,,,,1753092977.885,0.64,,,,,,
,,,,1753092993.276,0.65,,,,,,
,,,,1753093008.666,0.66,,,,,,
,,,,1753093024.056,0.66,,,,,,
,,,,1753093039.446,0.65,,,,,,
,,,,1753093054.836,0.65,,,,,,
,,,,1753093070.226,0.65,,,,,,
,,,,1753093085.616,0.65,,,,,,
,,,,1753093101.015,0.65,,,,,,
,,,,1753093116.406,0.67,,,,,,
,,,,1753093131.796,0.66,,,,,,
,,,,1753093147.186,0.65,,,,,,
,,,,1753093162.578,0.66,,,,,,
,,,,1753093177.966,0.66,,,,,,
,,,,1753093193.356,0.66,,,,,,
,,,,1753093208.746,0.66,,,,,,
,,,,1753093224.136,0.66,,,,,,
,,,,1753093239.526,0.65,,,,,,
,,,,1753093254.916,0.66,,,,,,
,,,,1753093270.306,0.66,,,,,,
,,,,1753093285.697,0.66,,,,,,
,,,,1753093313.336,0.66,,,,,,
,,,,1753093328.726,0.66,,,,,,
,,,,1753093344.116,0.66,,,,,,
,,,,1753093359.506,0.66,,,,,,
,,,,1753093374.896,0.65,,,,,,
,,,,1753093390.286,0.66,,,,,,
,,,,1753093405.676,0.66,,,,,,
,,,,1753093421.066,0.66,,,,,,
,,,,1753093436.456,0.66,,,,,,
,,,,1753093451.846,0.65,,,,,,
,,,,1753093467.236,0.66,,,,,,
,,,,1753093479.276,0.66,,,,,,
,,,,1753093494.666,0.66,,,,,,
,,,,1753093510.056,0.66,,,,,,
,,,,1753093525.446,0.66,,,,,,
,,,,1753093540.836,0.66,,,,,,
,,,,1753093556.226,0.67,,,,,,
,,,,1753093571.616,0.67,,,,,,
,,,,1753093587.006,0.66,,,,,,
,,,,1753093602.396,0.66,,,,,,
,,,,1753093617.786,0.67,,,,,,
,,,,1753093633.185,0.67,,,,,,
,,,,1753093648.576,0.66,,,,,,
,,,,1753093663.966,0.67,,,,,,
,,,,1753093679.356,0.67,,,,,,
,,,,1753093694.746,0.67,,,,,,
,,,,1753093710.136,0.67,,,,,,
,,,,1753093725.536,0.67,,,,,,
,,,,1753093740.926,0.67,,,,,,
,,,,1753093756.326,0.67,,,,,,
,,,,1753093771.716,0.67,,,,,,
,,,,1753093787.106,0.67,,,,,,
,,,,1753093802.496,0.67,,,,,,
,,,,1753093817.886,0.67,,,,,,
,,,,1753093833.276,0.67,,,,,,
,,,,1753093848.666,0.67,,,,,,
,,,,1753093864.056,0.67,,,,,,
,,,,1753093879.446,0.68,,,,,,
,,,,1753093894.836,0.67,,,,,,
,,,,1753093910.226,0.67,,,,,,
,,,,1753093925.616,0.67,,,,,,
,,,,1753093941.006,0.67,,,,,,
,,,,1753093956.396,0.67,,,,,,
,,,,1753093971.776,0.67,,,,,,
,,,,1753093987.166,0.68,,,,,,
,,,,1753094002.556,0.67,,,,,,
,,,,1753094030.196,0.67,,,,,,
,,,,1753094045.586,0.67,,,,,,
,,,,1753094060.976,0.67,,,,,,
,,,,1753094076.366,0.67,,,,,,
,,,,1753094091.756,0.68,,,,,,
,,,,1753094107.146,0.67,,,,,,
,,,,1753094122.536,0.67,,,,,,
,,,,1753094137.926,0.67,,,,,,
,,,,1753094153.316,0.66,,,,,,
,,,,1753094168.706,0.67,,,,,,
,,,,1753094184.096,0.68,,,,,,
,,,,1753094196.136,0.67,,,,,,
,,,,1753094211.526,0.67,,,,,,
,,,,1753094226.916,0.68,,,,,,
,,,,1753094242.306,0.67,,,,,,
,,,,1753094257.696,0.66,,,,,,
,,,,1753094273.086,0.66,,,,,,
,,,,1753094288.477,0.68,,,,,,
,,,,1753094303.866,0.66,,,,,,
,,,,1753094319.256,0.67,,,,,,
,,,,1753094334.646,0.67,,,,,,
,,,,1753094350.036,0.68,,,,,,
,,,,1753094365.426,0.67,,,,,,
,,,,1753094380.816,0.67,,,,,,
,,,,1753094396.206,0.67,,,,,,
,,,,1753094411.596,0.67,,,,,,
,,,,1753094426.986,0.67,,,,,,
,,,,1753094442.376,0.68,,,,,,
,,,,1753094457.775,0.67,,,,,,
,,,,1753094473.166,0.67,,,,,,
,,,,1753094488.556,0.67,,,,,,
,,,,1753094503.946,0.67,,,,,,
,,,,1753094519.336,0.67,,,,,,
,,,,1753094534.726,0.67,,,,,,
,,,,1753094565.506,0.68,,,,,,
,,,,1753094580.896,0.67,,,,,,
,,,,1753094596.286,0.67,,,,,,
,,,,1753094611.676,0.67,,,,,,
,,,,1753094627.066,0.67,,,,,,
,,,,1753094642.456,0.68,,,,,,
,,,,1753094657.856,0.66,,,,,,
,,,,1753094673.246,0.67,,,,,,
,,,,1753094688.636,0.66,,,,,,
,,,,1753094704.026,0.66,,,,,,
,,,,1753094719.416,0.67,,,,,,
,,,,1753094747.056,0.67,,,,,,
,,,,1753094762.446,0.66,,,,,,
,,,,1753094777.845,0.66,,,,,,
,,,,1753094793.236,0.67,,,,,,
,,,,1753094808.626,0.65,,,,,,
,,,,1753094824.016,0.66,,,,,,
,,,,1753094839.406,0.66,,,,,,
,,,,1753094854.796,0.66,,,,,,
,,,,1753094870.196,0.65,,,,,,
,,,,1753094885.586,0.65,,,,,,
,,,,1753094900.986,0.66,,,,,,
,,,,1753094913.026,0.66,,,,,,
,,,,1753094928.425,0.66,,,,,,
,,,,1753094943.816,0.66,,,,,,
,,,,1753094959.206,0.66,,,,,,
,,,,1753094974.596,0.65,,,,,,
,,,,1753094989.986,0.66,,,,,,
,,,,1753095005.376,0.65,,,,,,
,,,,1753095020.776,0.65,,,,,,
,,,,1753095036.166,0.65,,,,,,
,,,,1753095051.556,0.65,,,,,,
,,,,1753095066.946,0.65,,,,,,
,,,,1753095082.336,0.65,,,,,,
,,,,1753095097.726,0.65,,,,,,
,,,,1753095113.116,0.65,,,,,,
,,,,1753095128.506,0.65,,,,,,
,,,,1753095143.896,0.65,,,,,,
,,,,1753095159.286,0.65,,,,,,
,,,,1753095174.676,0.66,,,,,,
,,,,1753095190.066,0.65,,,,,,
,,,,1753095205.456,0.66,,,,,,
,,,,1753095220.846,0.65,,,,,,
,,,,1753095236.236,0.65,,,,,,
,,,,1753095251.626,0.65,,,,,,
,,,,1753095267.016,0.65,,,,,,
,,,,1753095282.406,0.66,,,,,,
,,,,1753095297.796,0.66,,,,,,
,,,,1753095313.196,0.65,,,,,,
,,,,1753095328.586,0.66,,,,,,
,,,,1753095343.976,0.65,,,,,,
,,,,1753095359.366,0.66,,,,,,
,,,,1753095374.756,0.65,,,,,,
,,,,1753095390.146,0.66,,,,,,
,,,,1753095405.536,0.65,,,,,,
,,,,1753095420.926,0.65,,,,,,
,,,,1753095436.316,0.65,,,,,,
,,,,1753095463.956,0.65,,,,,,
,,,,1753095479.346,0.65,,,,,,
,,,,1753095494.736,0.65,,,,,,
,,,,1753095510.126,0.65,,,,,,
,,,,1753095525.516,0.65,,,,,,
,,,,1753095540.906,0.65,,,,,,
,,,,1753095556.296,0.66,,,,,,
,,,,1753095571.686,0.66,,,,,,
,,,,1753095587.076,0.66,,,,,,
,,,,1753095602.466,0.65,,,,,,
,,,,1753095617.856,0.66,,,,,,
,,,,1753095629.896,0.65,,,,,,
,,,,1753095645.286,0.65,,,,,,
,,,,1753095660.676,0.65,,,,,,
,,,,1753095676.066,0.66,,,,,,
,,,,1753095691.465,0.65,,,,,,
,,,,1753095706.856,0.66,,,,,,
,,,,1753095722.246,0.66,,,,,,
,,,,1753095737.636,0.65,,,,,,
,,,,1753095753.026,0.65,,,,,,
,,,,1753095768.416,0.65,,,,,,
,,,,1753095783.816,0.65,,,,,,
,,,,1753095799.206,0.66,,,,,,
,,,,1753095814.596,0.65,,,,,,
,,,,1753095829.986,0.65,,,,,,
,,,,1753095845.376,0.65,,,,,,
,,,,1753095860.766,0.65,,,,,,
,,,,1753095876.156,0.65,,,,,,
,,,,1753095891.546,0.65,,,,,,
,,,,1753095906.936,0.65,,,,,,
,,,,1753095922.326,0.65,,,,,,
,,,,1753095937.716,0.65,,,,,,
,,,,1753095953.106,0.65,,,,,,
,,,,1753095968.496,0.65,,,,,,
,,,,1753095983.886,0.64,,,,,,
,,,,1753095999.276,0.64,,,,,,
,,,,1753096014.666,0.64,,,,,,
,,,,1753096030.056,0.64,,,,,,
,,,,1753096045.446,0.65,,,,,,
,,,,1753096060.836,0.65,,,,,,
,,,,1753096076.226,0.65,,,,,,
,,,,1753096091.616,0.65,,,,,,
,,,,1753096107.006,0.64,,,,,,
,,,,1753096122.396,0.65,,,,,,
,,,,1753096137.796,0.65,,,,,,
,,,,1753096153.186,0.65,,,,,,
,,,,1753096180.836,0.65,,,,,,
,,,,1753096196.226,0.65,,,,,,
,,,,1753096211.616,0.65,,,,,,
,,,,1753096227.006,0.65,,,,,,
,,,,1753096242.396,0.65,,,,,,
,,,,1753096257.786,0.65,,,,,,
,,,,1753096273.176,0.65,,,,,,
,,,,1753096288.566,0.66,,,,,,
,,,,1753096303.956,0.66,,,,,,
,,,,1753096319.346,0.65,,,,,,
,,,,1753096334.736,0.65,,,,,,
,,,,1753096346.776,0.65,,,,,,
,,,,1753096362.166,0.64,,,,,,
,,,,1753096377.556,0.65,,,,,,
,,,,1753096392.946,0.65,,,,,,
,,,,1753096408.336,0.65,,,,,,
,,,,1753096423.726,0.65,,,,,,
,,,,1753096439.116,0.65,,,,,,
,,,,1753096454.506,0.65,,,,,,
,,,,1753096469.896,0.65,,,,,,
,,,,1753096485.286,0.65,,,,,,
,,,,1753096500.676,0.65,,,,,,
,,,,1753096516.066,0.65,,,,,,
,,,,1753096531.456,0.66,,,,,,
,,,,1753096546.846,0.65,,,,,,
,,,,1753096562.236,0.65,,,,,,
,,,,1753096577.636,0.64,,,,,,
,,,,1753096593.026,0.65,,,,,,
,,,,1753096608.426,0.65,,,,,,
,,,,1753096623.816,0.65,,,,,,
,,,,1753096639.206,0.66,,,,,,
,,,,1753096654.596,0.65,,,,,,
,,,,1753096669.986,0.66,,,,,,
,,,,1753096685.376,0.65,,,,,,
,,,,1753096700.766,0.66,,,,,,
,,,,1753096716.156,0.65,,,,,,
,,,,1753096731.546,0.65,,,,,,
,,,,1753096746.936,0.65,,,,,,
,,,,1753096762.326,0.65,,,,,,
,,,,1753096777.716,0.65,,,,,,
,,,,1753096793.106,0.66,,,,,,
,,,,1753096808.496,0.66,,,,,,
,,,,1753096823.886,0.66,,,,,,
,,,,1753096839.285,0.65,,,,,,
,,,,1753096854.676,0.65,,,,,,
,,,,1753096870.066,0.66,,,,,,
,,,,1753096897.716,0.65,,,,,,
,,,,1753096913.106,0.65,,,,,,
,,,,1753096928.496,0.65,,,,,,
,,,,1753096943.886,0.65,,,,,,
,,,,1753096959.276,0.65,,,,,,
,,,,1753096974.666,0.66,,,,,,
,,,,1753096990.056,0.65,,,,,,
,,,,1753097005.446,0.65,,,,,,
,,,,1753097020.836,0.65,,,,,,
,,,,1753097036.226,0.65,,,,,,
,,,,1753097051.616,0.65,,,,,,
,,,,1753097063.656,0.65,,,,,,
,,,,1753097079.046,0.65,,,,,,
,,,,1753097094.436,0.66,,,,,,
,,,,1753097109.826,0.65,,,,,,
,,,,1753097125.216,0.66,,,,,,
,,,,1753097140.606,0.65,,,,,,
,,,,1753097155.996,0.65,,,,,,
,,,,1753097171.386,0.65,,,,,,
,,,,1753097186.776,0.65,,,,,,
,,,,1753097202.156,0.65,,,,,,
,,,,1753097217.546,0.65,,,,,,
,,,,1753097232.936,0.65,,,,,,
,,,,1753097248.326,0.65,,,,,,
,,,,1753097263.716,0.65,,,,,,
,,,,1753097279.106,0.65,,,,,,
,,,,1753097294.496,0.65,,,,,,
,,,,1753097309.886,0.65,,,,,,
,,,,1753097325.276,0.65,,,,,,
,,,,1753097340.666,0.65,,,,,,
,,,,1753097356.056,0.65,,,,,,
,,,,1753097371.446,0.66,,,,,,
,,,,1753097386.836,0.65,,,,,,
,,,,1753097402.226,0.65,,,,,,
,,,,1753097417.616,0.66,,,,,,
,,,,1753097433.016,0.65,,,,,,
,,,,1753097448.406,0.65,,,,,,
,,,,1753097463.806,0.65,,,,,,
,,,,1753097479.196,0.65,,,,,,
,,,,1753097494.587,0.66,,,,,,
,,,,1753097509.976,0.66,,,,,,
,,,,1753097525.366,0.65,,,,,,
,,,,1753097540.756,0.65,,,,,,
,,,,1753097556.146,0.66,,,,,,
,,,,1753097571.536,0.65,,,,,,
,,,,1753097586.926,0.66,,,,,,
,,,,1753097614.566,0.65,,,,,,
,,,,1753097629.956,0.65,,,,,,
,,,,1753097645.346,0.65,,,,,,
,,,,1753097660.736,0.66,,,,,,
,,,,1753097676.126,0.65,,,,,,
,,,,1753097691.517,0.65,,,,,,
,,,,1753097706.906,0.65,,,,,,
,,,,1753097722.296,0.65,,,,,,
,,,,1753097737.686,0.65,,,,,,
,,,,1753097753.076,0.65,,,,,,
,,,,1753097768.466,0.65,,,,,,
,,,,1753097780.516,0.65,,,,,,
,,,,1753097795.906,0.65,,,,,,
,,,,1753097811.296,0.65,,,,,,
,,,,1753097826.686,0.65,,,,,,
,,,,1753097842.076,0.65,,,,,,
,,,,1753097857.466,0.65,,,,,,
,,,,1753097872.866,0.65,,,,,,
,,,,1753097888.256,0.66,,,,,,
,,,,1753097903.656,0.65,,,,,,
,,,,1753097919.046,0.65,,,,,,
,,,,1753097934.436,0.66,,,,,,
,,,,1753097949.826,0.65,,,,,,
,,,,1753097965.216,0.65,,,,,,
,,,,1753097980.606,0.65,,,,,,
,,,,1753097995.996,0.65,,,,,,
,,,,1753098011.386,0.64,,,,,,
,,,,1753098026.776,0.65,,,,,,
,,,,1753098042.166,0.65,,,,,,
,,,,1753098057.556,0.65,,,,,,
,,,,1753098072.946,0.65,,,,,,
,,,,1753098088.336,0.65,,,,,,
,,,,1753098103.726,0.64,,,,,,
,,,,1753098119.116,0.64,,,,,,
,,,,1753098134.506,0.65,,,,,,
,,,,1753098149.896,0.65,,,,,,
,,,,1753098165.287,0.64,,,,,,
,,,,1753098180.676,0.64,,,,,,
,,,,1753098196.066,0.64,,,,,,
,,,,1753098211.456,0.65,,,,,,
,,,,1753098226.846,0.64,,,,,,
,,,,1753098242.236,0.65,,,,,,
,,,,1753098257.626,0.64,,,,,,
,,,,1753098273.016,0.65,,,,,,
,,,,1753098288.406,0.64,,,,,,
,,,,1753098303.796,0.65,,,,,,
,,,,1753098331.436,0.64,,,,,,
,,,,1753098346.826,0.64,,,,,,
,,,,1753098362.216,0.65,,,,,,
,,,,1753098377.606,0.65,,,,,,
,,,,1753098392.996,0.65,,,,,,
,,,,1753098408.386,0.65,,,,,,
,,,,1753098423.776,0.65,,,,,,
,,,,1753098439.166,0.65,,,,,,
,,,,1753098454.556,0.64,,,,,,
,,,,1753098469.946,0.65,,,,,,
,,,,1753098485.345,0.64,,,,,,
,,,,1753098497.386,0.64,,,,,,
,,,,1753098512.776,0.65,,,,,,
,,,,1753098528.166,0.65,,,,,,
,,,,1753098543.556,0.65,,,,,,
,,,,1753098558.946,0.65,,,,,,
,,,,1753098574.337,0.65,,,,,,
,,,,1753098589.726,0.65,,,,,,
,,,,1753098605.116,0.65,,,,,,
,,,,1753098620.506,0.65,,,,,,
,,,,1753098635.896,0.65,,,,,,
,,,,1753098651.286,0.64,,,,,,
,,,,1753098666.686,0.65,,,,,,
,,,,1753098682.076,0.65,,,,,,
,,,,1753098697.466,0.65,,,,,,
,,,,1753098712.856,0.65,,,,,,
,,,,1753098728.246,0.64,,,,,,
,,,,1753098743.636,0.64,,,,,,
,,,,1753098759.026,0.65,,,,,,
,,,,1753098774.416,0.65,,,,,,
,,,,1753098789.806,0.64,,,,,,
,,,,1753098805.196,0.65,,,,,,
,,,,1753098820.586,0.65,,,,,,
,,,,1753098835.976,0.64,,,,,,
,,,,1753098851.366,0.64,,,,,,
,,,,1753098866.756,0.64,,,,,,
,,,,1753098882.146,0.64,,,,,,
,,,,1753098897.536,0.65,,,,,,
,,,,1753098912.926,0.64,,,,,,
,,,,1753098928.316,0.65,,,,,,
,,,,1753098943.706,0.65,,,,,,
,,,,1753098959.105,0.65,,,,,,
,,,,1753098974.496,0.65,,,,,,
,,,,1753098989.887,0.65,,,,,,
,,,,1753099005.276,0.64,,,,,,
,,,,1753099020.666,0.65,,,,,,
,,,,1753099048.316,0.65,,,,,,
,,,,1753099063.706,0.64,,,,,,
,,,,1753099079.096,0.65,,,,,,
,,,,1753099094.486,0.64,,,,,,
,,,,1753099109.876,0.64,,,,,,
,,,,1753099125.266,0.65,,,,,,
,,,,1753099140.656,0.64,,,,,,
,,,,1753099156.046,0.65,,,,,,
,,,,1753099171.436,0.64,,,,,,
,,,,1753099186.826,0.65,,,,,,
,,,,1753099202.216,0.65,,,,,,
,,,,1753099214.256,0.65,,,,,,
,,,,1753099229.646,0.65,,,,,,
,,,,1753099245.036,0.64,,,,,,
,,,,1753099260.426,0.65,,,,,,
,,,,1753099275.816,0.65,,,,,,
,,,,1753099291.206,0.65,,,,,,
,,,,1753099306.596,0.65,,,,,,
,,,,1753099321.986,0.64,,,,,,
,,,,1753099337.376,0.65,,,,,,
,,,,1753099352.766,0.64,,,,,,
,,,,1753099368.156,0.65,,,,,,
,,,,1753099383.546,0.65,,,,,,
,,,,1753099398.945,0.65,,,,,,
,,,,1753099414.336,0.65,,,,,,
,,,,1753099429.726,0.65,,,,,,
,,,,1753099445.116,0.65,,,,,,
,,,,1753099460.506,0.65,,,,,,
,,,,1753099475.896,0.65,,,,,,
,,,,1753099491.286,0.65,,,,,,
,,,,1753099506.676,0.64,,,,,,
,,,,1753099522.066,0.65,,,,,,
,,,,1753099537.456,0.65,,,,,,
,,,,1753099552.846,0.64,,,,,,
,,,,1753099568.236,0.65,,,,,,
,,,,1753099583.626,0.65,,,,,,
,,,,1753099599.016,0.64,,,,,,
,,,,1753099614.406,0.65,,,,,,
,,,,1753099629.796,0.65,,,,,,
,,,,1753099645.186,0.65,,,,,,
,,,,1753099660.576,0.65,,,,,,
,,,,1753099675.966,0.65,,,,,,
,,,,1753099691.356,0.65,,,,,,
,,,,1753099706.746,0.65,,,,,,
,,,,1753099722.136,0.65,,,,,,
,,,,1753099737.526,0.65,,,,,,
,,,,1753099765.166,0.65,,,,,,
,,,,1753099780.556,0.65,,,,,,
,,,,1753099795.946,0.65,,,,,,
,,,,1753099811.336,0.65,,,,,,
,,,,1753099826.726,0.64,,,,,,
,,,,1753099842.126,0.65,,,,,,
,,,,1753099857.516,0.65,,,,,,
,,,,1753099872.906,0.65,,,,,,
,,,,1753099888.296,0.65,,,,,,
,,,,1753099903.686,0.65,,,,,,
,,,,1753099919.076,0.65,,,,,,
,,,,1753099931.115,0.65,,,,,,
,,,,1753099946.506,0.65,,,,,,
,,,,1753099961.906,0.65,,,,,,
,,,,1753099977.296,0.64,,,,,,
,,,,1753099992.696,0.65,,,,,,
,,,,1753100008.086,0.64,,,,,,
,,,,1753100023.466,0.65,,,,,,
,,,,1753100038.856,0.65,,,,,,
,,,,1753100054.246,0.65,,,,,,
,,,,1753100069.636,0.65,,,,,,
